id,title,description,category,image_url,image_index,source_url,local_path
0092,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3578_85251f4c-2ab6-43da-a829-7c61c0903269.jpg?v=1776975321&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/beige-blended-unstitched-kameez-shalwar-fabric-jjms3578jj10378,output/images/unstitched/0092_add-to-wishlist.jpg
0093,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3591_eae55391-b666-4f7d-a8a9-756f7585b388.jpg?v=1776975330&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/sky-blue-blended-unstitched-kameez-shalwar-fabric-jjms3591jj10340,output/images/unstitched/0093_add-to-wishlist.jpg
0094,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3546_5a6e67e6-f052-419d-8401-f2c0fc5ec69b.jpg?v=1776975321&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/beige-blended-unstitched-kameez-shalwar-fabric-jjms3546jj10430,output/images/unstitched/0094_add-to-wishlist.jpg
0095,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3574_36203aa4-d49f-496a-9479-c7d637bc8ea5.jpg?v=1776975321&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/pale-grey-blended-unstitched-kameez-shalwar-fabric-jjms3574jj10378,output/images/unstitched/0095_add-to-wishlist.jpg
0096,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/ccmus-1252_05cd7692-22e4-42fc-ab24-98585e9aff51.jpg?v=1776975321&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/oita-oatmeal-blended-unstitched-kameez-shalwar-fabric-ccmus1252,output/images/unstitched/0096_add-to-wishlist.jpg
0097,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3522_aa62ad41-3012-4df1-9cf0-539d6a9eafc4.jpg?v=1776975321&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/pastel-yellow-blended-unstitched-kameez-shalwar-fabric-jjms3522jj10374,output/images/unstitched/0097_add-to-wishlist.jpg
0098,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3575_72e51066-b08e-42a4-bc46-d280f78113d4.jpg?v=1776975321&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/pale-green-blended-unstitched-kameez-shalwar-fabric-jjms3575jj10378,output/images/unstitched/0098_add-to-wishlist.jpg
0099,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1206_black_3ee6e90f-c771-4c0f-b1bb-0a68b5e6d009.jpg?v=1776975819&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/bally-money-black-blended-exclusive-kameez-shalwar-ccmus1206,output/images/unstitched/0099_add-to-wishlist.jpg
0100,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/3310_f4823d92-d214-4021-9b48-4a8b85ec8de8.jpg?v=1776975819&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/light-khaki-blended-unstitched-kameez-shalwar-fabric-jjms3310jj9772o,output/images/unstitched/0100_add-to-wishlist.jpg
0101,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3496_4_2ceb58d2-957d-4b9b-9be9-7dfc27de04f7.jpg?v=1776975504&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/fawn-unstitched-kameez-shalwar-fabric-jjms3496jj10426,output/images/unstitched/0101_add-to-wishlist.jpg
0102,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/3297_1_2374537b-c159-4e05-8917-010a78fdde76.jpg?v=1776975811&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/sand-blended-unstitched-kameez-shalwar-fabric-jjms3297jj9823k,output/images/unstitched/0102_add-to-wishlist.jpg
0103,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/3298_2_b997e39a-3f7b-4c79-8555-7005fd6dbd29.jpg?v=1776975811&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/beige-blended-unstitched-kameez-shalwar-fabric-jjms3298jj9823o,output/images/unstitched/0103_add-to-wishlist.jpg
0104,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3500_1_12a33bbf-ddff-434f-8170-06e113dc808c.jpg?v=1776975239&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/fawn-blended-unstitched-kameez-shalwar-fabric-jjms3500jj10371,output/images/unstitched/0104_add-to-wishlist.jpg
0105,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3485_2_8b419a66-09ec-4437-9f17-bc4ae3cb2d2a.jpg?v=1776975231&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/beige-blended-unstitched-kameez-shalwar-fabric-jjms3485jj10371,output/images/unstitched/0105_add-to-wishlist.jpg
0106,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3495_3_dde1169d-389e-4d0d-bda8-25172cbb30fc.jpg?v=1776975239&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/fawn-blended-unstitched-kameez-shalwar-fabric-jjms3495jj10426,output/images/unstitched/0106_add-to-wishlist.jpg
0107,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3545_5722be86-24e8-4d0d-8f55-0c7662ba2d1a.jpg?v=1776975239&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/white-blended-unstitched-kameez-shalwar-fabric-jjms3545jj10430,output/images/unstitched/0107_add-to-wishlist.jpg
0108,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3547_aa3dd6b2-062d-41f5-8cb2-6b58749bba67.jpg?v=1776975239&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/tea-pink-blended-unstitched-kameez-shalwar-fabric-jjms3547jj10430,output/images/unstitched/0108_add-to-wishlist.jpg
0109,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3528_5cf7e3d0-e112-4800-acc4-96b3f3ca836b.jpg?v=1776975239&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/fawn-polyester-unstitched-kameez-shalwar-fabric-jjms3528jj10602,output/images/unstitched/0109_add-to-wishlist.jpg
0110,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3526_7ee56cdc-1524-4119-89be-8ef678591308.jpg?v=1776975239&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/fawn-blended-unstitched-kameez-shalwar-fabric-jjms3526jj10437,output/images/unstitched/0110_add-to-wishlist.jpg
0111,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1226_white_4aed1e6d-cc04-474b-849e-54aebb8b5879.jpg?v=1776975470&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/wexford-white-blended-unstitched-kameez-shalwar-fabric-ccmusa1226,output/images/unstitched/0111_add-to-wishlist.jpg
0112,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1229_burgundy_c54d2b32-08a1-46b7-bc6d-0de43fe5a3d0.jpg?v=1776975470&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/brno-burgundy-blended-unstitched-kameez-shalwar-fabric-ccmusa1229,output/images/unstitched/0112_add-to-wishlist.jpg
0113,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/ccmus-1196_93575a8c-69d0-4fa0-aeb0-4a14d0b8f25e.jpg?v=1776976205&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/okayama-off-white-cotton-unstitched-kameez-shalwar-fabric,output/images/unstitched/0113_add-to-wishlist.jpg
0114,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/ccmus-1249_67a70965-0289-48fa-b72c-576732ec2c9b.jpg?v=1776975223&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/ontario-off-white-unstitched-fabric-ccmus1249,output/images/unstitched/0114_add-to-wishlist.jpg
0115,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/ccmus-1248_b87d5a81-90f2-4482-a0a8-d7866e6880e3.jpg?v=1776975222&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/cali-cream-cotton-unstitched-fabric-ccmus1248,output/images/unstitched/0115_add-to-wishlist.jpg
0116,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/ccmus-1243_c7552614-a8f8-4578-9470-e3b68d66ba02.jpg?v=1776975223&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/osorno-off-white-unstitched-fabric-ccmus1243,output/images/unstitched/0116_add-to-wishlist.jpg
0117,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/ccmus-1242_4308f1dc-dda6-4e9c-bda4-b2e249fa98a6.jpg?v=1776975222&width=1333,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/bergen-black-unstitched-fabric-ccmus1242,output/images/unstitched/0117_add-to-wishlist.jpg
0118,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/JJMS-3934khaki.jpg?v=1778744143&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/khaki-unstitched-fabric-jjms3934jj11022,output/images/unstitched/0118_add-to-wishlist.jpg
0119,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/JJMS-3002white_1.jpg?v=1777282321&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/white-blended-boski-unstitched-fabric-jjms3002r75,output/images/unstitched/0119_add-to-wishlist.jpg
